transaction_id,customer_id,product_id,product_name,quantity,price_per_unit,total_price,transaction_date
971c702d-5bf4-4c04-ac64-2b4c49b25ded,CUST022,PROD-9246,Laptop,7.0,356.58,2496.06,2025-03-20
0063e42f-14aa-451c-a69c-fb85d432f8db,CUST023,PROD-2337,Laptop,1.0,307.89,307.89,2025-07-02
30c1fb6a-1908-4515-9cb0-17c18741ae91,CUST028,PROD-4421,Laptop,3.0,402.57,1207.71,2025-06-13
4b1cb8bd-2130-460c-8c69-778ffd42f697,CUST034,PROD-0428,Laptop,9.0,105.58,950.22,2025-01-12
191b8adf-0202-461c-a283-08690fa7ee05,CUST038,PROD-7793,Laptop,6.0,289.95,1739.7,2025-01-15
f2ad985f-ff3e-4ba1-8ac7-28b4a41865bf,CUST041,PROD-1376,Laptop,5.0,240.88,1204.4,2025-04-15
f521ca9f-df5e-4f78-beeb-b4eaeab9221b,CUST056,PROD-8306,Laptop,4.0,189.17,756.68,2025-03-12
a1fdcdf1-71df-44d9-bf80-c31f15a5712c,CUST068,PROD-0660,Laptop,1.0,101.32,101.32,2025-05-20
3438b4e4-70f8-4d99-9217-7eb7e6b920da,CUST069,PROD-1214,Laptop,3.0,360.47,1081.41,2025-04-17
dc0520a4-87ba-4b90-9e41-5c4e57030ede,CUST076,PROD-2164,Laptop,6.0,220.85,1325.1,2025-04-09
3725bd0c-79c4-4c38-b440-ffe0413770e2,CUST088,PROD-0250,Laptop,8.0,334.47,2675.76,2025-05-06
bb9e5a02-2c2d-43c2-9951-8f87b63f83c6,CUST098,PROD-0886,Laptop,8.0,179.35,1434.8,2025-01-08
45c190a8-a52b-40ce-a27b-585f1f2de275,CUST099,PROD-5384,Laptop,5.0,338.33,1691.65,2025-05-22
e3e70682-c209-4cac-a29f-6fbed82c07cd,CUST001,PROD-8764,Monitor,7.0,380.19,2661.33,2025-03-09
ffc573d5-fd0b-470e-b85a-f4635e4af862,CUST039,PROD-6351,Monitor,5.0,96.02,480.1,2025-06-07
4b5ca436-953c-478e-a106-7a8cd7a3283c,CUST045,PROD-1180,Monitor,9.0,343.33,3089.97,2025-02-11
cbb02fe9-2764-4a62-b02d-e52c9b050db2,CUST070,PROD-2662,Monitor,8.0,109.24,873.92,2025-03-28
eabca8d0-b341-4acd-bf0a-c0f1a425799a,CUST012,PROD-5917,Mouse,5.0,53.89,269.45,2025-05-01
7244f536-285e-45b4-b396-9057425cb200,CUST025,PROD-8900,Mouse,6.0,353.3,2119.8,2025-03-03
2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e,CUST037,PROD-1113,Mouse,10.0,399.98,3999.8,2025-02-10
ad9d1f42-17b1-4e6e-b8af-f58ec058a332,CUST073,PROD-8640,Mouse,10.0,55.24,552.4,2025-02-20
00109824-0a61-4be3-ab22-12c9e23b580e,CUST074,PROD-9671,Mouse,5.0,39.65,198.25,2025-02-17
84539813-4fee-4144-8d23-6555bc5074ac,CUST092,PROD-5304,Mouse,6.0,197.38,1184.28,2025-04-16
7ecc040c-75ff-43f0-825b-7c5f1284b9d7,CUST093,PROD-6777,Mouse,5.0,80.94,404.7,2025-01-15
d3861b58-1946-45d3-bdbb-a3af14dbad22,CUST094,PROD-3791,Mouse,1.0,231.69,231.69,2025-03-22
51d11bcd-5a23-454b-af38-d426476c4878,CUST096,PROD-4983,Mouse,1.0,274.44,274.44,2025-02-25
e9bb17bc-a3f2-49bf-9c63-16b950f24455,CUST004,PROD-7840,Printer,5.0,484.06,2420.3,2025-06-26
101fbccc-ded7-43e8-b421-eaeb534097ca,CUST006,PROD-3287,Printer,4.0,254.82,1019.28,2025-01-14
2577bffa-c87a-4463-99c1-6a0d0febd845,CUST014,PROD-9891,Printer,6.0,238.71,1432.26,2025-01-23
1fd3c017-57f9-4d1e-8ff4-c56bf9ea2c64,CUST036,PROD-6045,Printer,5.0,225.27,1126.35,2025-05-12
31e9ca80-58bf-4b9e-a624-5b598c94af98,CUST054,PROD-7109,Printer,4.0,125.3,501.2,2025-03-30
bec60ffe-248f-4a25-8cd8-ef2471a8c9c6,CUST080,PROD-3057,Printer,6.0,452.68,2716.08,2025-06-20
f0a61c5e-7074-41d4-b239-d04bcbab5b51,CUST085,PROD-6031,Printer,3.0,423.49,1270.47,2025-02-04
6025f0ae-3535-4579-ada4-4da189b5b368,CUST032,PROD-2455,Smartphone,9.0,149.09,1341.81,2025-03-11
03e9ba02-4cea-4df0-8a66-dc4e21681081,CUST046,PROD-2275,Smartphone,9.0,141.44,1272.96,2025-03-14
567e5862-ef15-4673-a1df-3da79d44c93e,CUST055,PROD-9426,Smartphone,5.0,62.98,314.9,2025-02-25
f5fe0213-792e-4d75-95c3-6c3d5cbbc080,CUST064,PROD-8529,Smartphone,4.0,305.14,1220.56,2025-01-18
d44f85e7-e2f8-4051-813c-66888f1b5be1,CUST095,PROD-3732,Smartphone,2.0,171.28,342.56,2025-06-17
4f65d4d9-259f-4329-a6f4-590b9a164106,CUST003,PROD-5781,Tablet,9.0,245.53,2209.77,2025-03-24
d480865f-9b38-4e80-b042-e325a28f5ab0,CUST015,PROD-5109,Tablet,2.0,180.13,360.26,2025-02-05
d86dbf11-2880-4c5d-ad1b-8f60c9e4dab2,CUST019,PROD-1972,Tablet,9.0,133.94,1205.46,2025-03-31
dfe1b307-9172-4f0a-ac7c-8803e01bbf50,CUST024,PROD-9602,Tablet,6.0,125.74,754.44,2025-01-11
66dd7794-03c5-4c71-bca0-55362169df82,CUST027,PROD-0300,Tablet,10.0,114.74,1147.4,2025-05-10
788c31f6-19fa-406e-8c0a-59677579501a,CUST053,PROD-9925,Tablet,10.0,316.92,3169.2,2025-05-14
2835bcdb-2347-424f-a0f9-c0749177b6d4,CUST078,PROD-6972,Tablet,1.0,300.26,300.26,2025-05-08
79009c61-a1d2-4ebc-9aa3-892a4c88b9d8,CUST079,PROD-7857,Tablet,7.0,103.68,725.76,2025-01-10
17e0aa3c-0398-4ca8-aa7e-9d498c778ea6,CUST005,PROD-0975,Webcam,6.0,293.77,1762.62,2025-05-20
3e37952d-30bc-4b0e-9857-010255d44936,CUST013,PROD-3525,Webcam,2.0,449.92,899.84,2025-06-06
143e2e04-bdd7-419b-b53c-7c99032f06ca,CUST021,PROD-4237,Webcam,2.0,361.25,722.5,2025-04-27
d5627386-528c-4241-a345-ac72eac39204,CUST043,PROD-3893,Webcam,3.0,439.0,1317.0,2025-03-06
089b30a0-809f-4923-87a1-798fe6addd9e,CUST047,PROD-8916,Webcam,4.0,425.5,1702.0,2025-05-25
c15648ff-df0d-4301-888c-ac4e5a9414b8,CUST075,PROD-1014,Webcam,2.0,325.23,650.46,2025-04-12
a358cb1d-be3f-4afd-8e96-ed9b5d158e44,CUST086,PROD-4918,Webcam,6.0,267.09,1602.54,2025-02-23
a358cb1d-be3f-4afd-8e96-ed9b5d158e44,CUST103,PROD-4918,Webcam,6.0,267.09,1602.54,2025-02-23
